Respondent ID,Response Date,Responses,Tags,Sentiment
118247383757,Feb 17 2023 11:34 PM,Extremely dirty underpasses,"Clean litter, BQE Underpass",Negative
118247376081,Feb 17 2023 11:11 PM,Park ave under the BQE is always a mess.   Could we clear out the parking spaces there and make some public space improvements?! ,"BQE Underpass, Better lighting, Green space",Negative
118247373700,Feb 17 2023 11:04 PM,Tear it down,Close it,Negative
118247345896,Feb 17 2023 09:58 PM,"I lived on the corner of Union and Meeker for 11 years until I lost my apartment on July 1st 2022 in a 5 alarm fire. I’m still in Williamsburg but over by Cooper Park, where it is drastically quieter and the air quality is better. Over 11 years, high rises started going up along the BQE. Because of that, I lost my view of the skyline, but more importantly, I lost proper air flow, making it hotter during the summer. My breathing has improved since moving but the damage has been done from living there for so long, so maybe you can do something for the residents like give them air quality monitors. Something. ",Air Pollution,Negative
118247337521,Feb 17 2023 09:35 PM,The empty space underneath the bridge can be turned into green pedestrian open spaces.  It’s a giant parking lot where the space is empty a lot of the time or used by the homeless to set up camps.  Why not give this space back to the people and create parks/green spaces.  The noise pollution from the BQE can be reduced by building better sound barriers and planting as much greenery as possible.  Also the intersections around the BQE entrances and exits (and the streets around them) are the most dangerous streets to walk across.  The drivers think they can use local streets just like they do on the BQE.  This needs to be addressed or more people will get hit by cars.  I am scared every day when I cross certain streets.  We shouldn’t be scared to cross streets as pedestrians.,"Better exits, Green space, Pedestrian safety, Better entrances, Noise pollution, Dangerous driver behavior, BQE Underpass",Negative
118247328155,Feb 17 2023 09:10 PM,"It's not the BQE, all the connecting streets and on Meeker are dangerous, dirty and deeply polluted. We walk by this many times a day. The pollution is unbearable. We need air purifiers in our home to clean the air - it's so bad. Get rid of BQE.","Clean litter, Air Pollution, Pedestrian safety, Dangerous driver behavior, Close it",Negative
118247326060,Feb 17 2023 09:05 PM,"Red hook is totally cut off on all sides, it’s unsafe and unpleasant to walk to the smith and 9th subway",Pedestrian safety,Negative
118247310351,Feb 17 2023 08:27 PM,"I travel via car M-F from north Brooklyn to south Brooklyn, traveling by public transportation would take me 45 minutes longer.",Unrelated comment,Negative
118247309241,Feb 17 2023 08:24 PM,The South corridor of BQE especially section 2 creat hazardous traffic and prevent the community from enjoying the potential waterfront potential around Industry City. Biking in that zone is extremely dangerous and so is walking. I would like to see the waterfront redeveloped similarly to the waterfront at Brooklyn Bridge park. Thank you.,"Cyclist Safety, Pedestrian safety",Negative
118247239794,Feb 17 2023 06:03 PM,Improve the traffic flow ,Traffic congestion,Negative
118247224902,Feb 17 2023 05:36 PM,More unmetered parking under BQE,Add metered parking,Negative
118247196781,Feb 17 2023 04:50 PM,Drastically needs improvement on road repair. ,Road surface improvements,Negative
118247187169,Feb 17 2023 04:35 PM,"Find some way to reduce the noise, pollution, and dirt that comes as a result of that whole thing. Like I can’t describe to you guys how unpleasant it is parallel Sunset Park and in Industry City because of the BQE. ","Air Pollution, Noise pollution",Negative
118247145412,Feb 17 2023 03:35 PM,"Utilize the space underneath to support the community by adding e-charging stations, establish resident only parking, add security cameras to catch illegal dumping, patrol it for parking violators. ","BQE Underpass, Enforcement, Add parking",Negative
118247136720,Feb 17 2023 03:23 PM,"Burying the elevated areas and potentially building a lid over the already trenched areas would bring about new space for humans. Parks, house, public transit - things that everyone benefits from ","Green space, Tunnel, Alternative Transportation, Close it",Negative
118247105974,Feb 17 2023 02:45 PM,"I've lived in the neighborhood my whole life and have used the underpass as a safe space to skateboard. 

Ive also enjoy the graffiti artwork that has been done there over the years and would like to see it be sanctioned ",Public Arts,Negative
118246993645,Feb 17 2023 12:41 PM,Stop kicking out homeless people under the BQE,Enforcement,Negative
118246989291,Feb 17 2023 12:36 PM,"Drivers treat the roads under the BQE like another highway, they speed, and it's incredibly dangerous as a pedestrian or cyclist. Also, why are we providing free parking when it could be usable space? Also tons of derelict cars and the auto body shop on Grand Avenue, just north of the Navy Yard viaduct probably has 20 bashed up cars under it. Why are we subsidizing their business?","Cyclist Safety, Enforcement, Pedestrian safety, Dangerous driver behavior",Negative
118246965299,Feb 17 2023 12:12 PM,It’s very dangerous crossing Hicks Street.  I worry about the emissions.  And I really think they should cover the Cobble Hill Trench and build housing and parks on it. ,"Air Pollution, Green space, Pedestrian safety, Close it",Negative
118246957889,Feb 17 2023 12:05 PM,The traffic since the lane removal near the BK bridge has been absolutely terrible. Something needs to be done to reduce congestion. ,Traffic congestion,Negative
118246905676,Feb 17 2023 11:11 AM,There’s always a bottleneck by the merge by the cantilever section whether traveling East or West. It’s absolutely unnecessary and something should be done to enforce safer and efficient merging. The traffic from this section ends up backing up the entire highway at times.,"Traffic congestion, Enforcement, Confusing merges",Negative
118246904714,Feb 17 2023 11:10 AM,It’s clearly in disrepair and a time bomb waiting to go off.,Pessimistic,Negative
118246882864,Feb 17 2023 10:49 AM,It's dirty and forgotten about. Cars park on dividers. Drug addicted prostitutes openly turn tricks across from bus stops (which I took a picture of.) Cars don't understand the turning lanes half the time and have to slam on their breaks in order to not kill pedestrians. Some areas have had the streets repaired but others have not. ,Pedestrian safety,Negative
118246824848,Feb 17 2023 09:58 AM,Very unsafe pedestrian connection along east side of Union Ave under BQE in Williamsburg. Need to implement traffic calming measures and accessible curb cuts for stroller.,Pedestrian safety,Negative
118246820740,Feb 17 2023 09:53 AM,Needs all 3 lanes back. There are some troops that cannot be replaced by car such as hospital appointments for my disabled relatives and transporting large goods for my business. The congestion is destroying my livelihood.,"Traffic congestion, Expand lanes",Negative
118246813379,Feb 17 2023 09:44 AM,"Homeless people have never been a “problem” under the BQE. They are our neighbors, and they are just seeking shelter. Please have the NYPD stop performing BQE sweeps. ",Enforcement,Negative
118246757837,Feb 17 2023 08:39 AM,"bike lanes built recently need to be surveyed for safety. these bike lanes dead end in crosswalks, pedestrian shoals, and in some cases parking spots/opposite-direction car traffic. ridiculous. that the DOT allows this and these lanes have been painted is criminal. ","Traffic safety, Pedestrian safety",Negative
118246728829,Feb 17 2023 08:00 AM,There should be full time hov lanes for public transportation ,HOV Lanes,Positive
118246716958,Feb 17 2023 07:43 AM,Tear it down. Make it like Manhattan’s west side or tunnel it. ,"Close it, Tunnel",Negative
118246708332,Feb 17 2023 07:31 AM,It sucks tbh,Pessimistic,Negative
118246697015,Feb 17 2023 07:13 AM,No,No comment,Positive
118246694315,Feb 17 2023 07:09 AM,"Entrances onto bqe at Hamilton Ave  northbound and Atlantic Ave are highly congested during peak times, causing dangerous pedestrian crossings in residential areas. Truck downshifting Noise, vibrations and congestion near the Hugh l Carey tunnel fork is a quality of life issue in carroll gardens and red hook.  ","Noise pollution, Better entrances",Negative
118246685176,Feb 17 2023 06:55 AM,knock it down please,Close it,Negative
118246680161,Feb 17 2023 06:48 AM,"I hate living so close to the BQE and have concerns about air pollution, noise, and pedestrian safety related to that. I also have to drive on it several times a week during peak traffic times. The road near me that runs under the BQE (meeker) is in terrible shape, full of bumps and holes. Not safe for crossing. Also there are no good loading areas for businesses along meeker so trucks frequently jam up traffic while parked making deliveries, and create unsafe situations as drivers swerve in and out of lanes to get around them. ","Traffic safety, Air Pollution, Pedestrian safety, Noise pollution",Negative
118246659605,Feb 17 2023 06:15 AM,"I heard that the BQE is in danger of collapsing. If that is true, it should be fixed as soon as possible.",Pessimistic,Negative
118246659164,Feb 17 2023 06:14 AM,less traffic,Traffic congestion,Negative
118246646858,Feb 17 2023 05:56 AM,As a daily commuter I believe we need to reopen the third lane once again from the gowanus to the Brooklyn bridge way to much traffic ,Expand lanes,Negative
118246450843,Feb 16 2023 10:44 PM,Entrances back up traffic for blocks ,Better entrances,Negative
118246445679,Feb 16 2023 10:33 PM,The BQE is an absolute blight on every community it carves its way through. I live near it in Brooklyn Heights and work near it in Gowanus. I am constantly affected by the way it introduces aggressive drivers who make my day to day existence as a pedestrian and biker more dangerous. ,"Cyclist Safety, Dangerous driver behavior, Pedestrian safety",Negative
118246420485,Feb 16 2023 09:42 PM,Please consider closing the Prospect Expressway and converting it to  a local street,Close it,Negative
118246414479,Feb 16 2023 09:30 PM,"Putting shoulders would help that way when a single vehicle becomes disabled, the entire roadway doesn’t become backed up for miles",Add shoulders,Negative
118246411888,Feb 16 2023 09:25 PM,"Ideally we can close the mcguinness humboldt exit completely since there's another on/off ramp at morgan/vandervoort.  At the very least, restrict trucks from humboldt.","Heavy truck traffic, Better exits",Negative
118246389457,Feb 16 2023 08:44 PM,Traffic law enforcement during rush hour,Enforcement,Negative
118246387120,Feb 16 2023 08:40 PM,Please go back to three lanes you have made traffic a nightMare between hamilton and atlantic,Expand lanes,Negative
118246385962,Feb 16 2023 08:38 PM,"When cars come off the bqe into neighborhoods, they still do bqe speeds.  There needs to be more traffic calming efforts as cars exit the bqe.","Enforcement, Dangerous driver behavior",Negative
118246382209,Feb 16 2023 08:31 PM,I often need to walk under the BQE with my twin toddlers in their strollers. There have been some scary moments crossing the street due to lack of traffic safety. I would like to see these conditions improved so I can feel safe walking with my young children. ,Pedestrian safety,Negative
118246370172,Feb 16 2023 08:11 PM,"The BQE decreases my quality of life through air and noise pollution, attracting unsafe drivers, and cutting a barrier through neighborhoods. Adding more lanes to the BQE, thereby increasing traffic, noise, and danger, would be unacceptable to me. I hope that a redesign of the BQE will prioritize those of us who have to live along its corridor and not those who are merely passing through.","Air Pollution, Noise pollution, Dangerous driver behavior",Negative
118246331487,Feb 16 2023 07:06 PM,No stupid bike lane,Protected bike lanes,Negative
118246308715,Feb 16 2023 06:28 PM,"As a woman who often has to walk home alone across or along Meeker Ave under the BQE, it often feels isolated and unsafe. As a runner who runs over the Kosciusko bridge, I hate breathing in the fumes of so much congestion. As someone whose apartment is a block from the on-ramp of the BQE at McGuinness I hate the vibrations and noise through my home. ","Vibrations, Air Pollution, Noise pollution, Pedestrian safety, Better lighting",Negative
118246280733,Feb 16 2023 05:45 PM,Access to the BQE from Classon is ridiculous. Tons of traffic along the way. More than any other BQE entrance point. ,Traffic congestion,Negative
118246277553,Feb 16 2023 05:40 PM,"The stretch of the BQE between the filthy rat corridors of Rodney/Meeker/Marcy is the least appealing place in NYC, in addition to feeling genuinely unsafe with huge trucks and cars constantly running red lights. It is ugly, it is screechingly loud, the air is terrible. It is unwelcoming to pedestrians and bicycles, it doesn't protect our unhoused neighbors whose encampments were cruelly bulldozed. All it is is free parking and rats. I hate it and we do everything we can to avoid it at all costs. Every inch of the BQE is too much BQE. ","Cyclist Safety, Clean litter, Heavy truck traffic, Pedestrian safety, Dangerous driver behavior, BQE Underpass",Negative
118246262858,Feb 16 2023 05:19 PM,"Walking under the northern corridor, and probably any for that matter, is a guaranteed interaction with bird poop. It’s all over the ground, and if you’re lucky it won’t end up falling on you when you’re walking underneath the overpass. This problem is especially bad on Metropolitan Ave in Williamsburg.","Clean litter, BQE Underpass",Negative
118246259553,Feb 16 2023 05:14 PM,"I have been traveling on the BQE my entire life, and while sitting in traffic have come up with the solution 
Phase 1
Take the BQE and put it in the East River from Red Hook to LIC. 
Phase 2
Take the BQE and put it in NYC harbor from Bay Ridge to Red Hook 
Rebuild Phase 1 BQE area into Parks, bike routes, housing etc. 
Phase 3
Take the BQE and put it in the East River from LIC to RFK Bridge. 
Rebuild Phase 2 BQE area into Parks, bike routes, housing etc. 
Phase 4
Rebuild Phase 3 BQE area into Parks, bike routes, housing etc. 

This plan benefits everyone. I am happy to provide any additional information, clarification, or my leadership for this plan. 
",Planning advice,Positive
118246253787,Feb 16 2023 05:06 PM,"Please prioritize safer intersections, pedestrians, and bikers.","Cyclist Safety, Pedestrian safety",Negative
118246237263,Feb 16 2023 04:43 PM,It’s disgusting and a breeding ground for dirt. The garbage that pools under the BQE in Greenpoint/Williamsburg gets swept by the wind and contaminates entire neighborhoods. It’s no man’s land. ,"Clean litter, BQE Underpass",Negative
118246228685,Feb 16 2023 04:32 PM,"I live a block and a half away from the BQE, off the Hamilton exit just out of the tunnel. The traffic is *horrendous* and has been throughout the entire neighborhood since the highway has been dropped down to two lanes. As early as 6:30AM, the traffic is at a standstill between Hamilton and Atlantic. If it rains? Forget about it, it can take up to a 90 minutes to get somewhere it should take ten max. This traffic has spilled into Clinton, Hicks, and the entire Columbia Waterfront district as well. Separately, my entire apartment vibrates/shakes when heavy truck traffic uses the highway. In addition, the only way to get to Red Hook and other recreation areas is to cross under the BQE, breathing in disgusting exhaust fumes and who else knows what with a less than safe traffic pattern. I would *LOVE* to see the BQE put underground, or some other alternative that makes the area a more sustainable place to live and work. ","Vibrations, Traffic congestion, Air Pollution, Pedestrian safety, Tunnel, Noise pollution",Negative
118246223237,Feb 16 2023 04:25 PM,more parking. in #1 corridor you took away 600 parking spots that residents depended on. Please convert it to municipal monthly parking so residents can have the opportunity to get the parking back,Add parking,Negative
118246216334,Feb 16 2023 04:17 PM,"The quality of the roads is hazardous for cars, the walking routes are nearly impossible for pedestrians. Hamilton St. is very difficult to cross and the areas under the BQE feel unsafe and filthy.","Road surface improvements, Pedestrian safety",Negative
118246215481,Feb 16 2023 04:16 PM,Road conditions ,Road surface improvements,Negative
118246214002,Feb 16 2023 04:14 PM,"As someone who used to own a car, driving on the BQE is just plain dangerous. The amount of metal chunks and potholes littered all over the road mixed with the erratic driving of most people who use it is a recipe for disaster. ",Road surface improvements,Negative
118246208325,Feb 16 2023 04:07 PM,I live very close to the BQE in the wburg/GP viaduct - it’s verrrrry loud and shakes our building occasionally! ,"Vibrations, Noise pollution",Negative
118246189161,Feb 16 2023 03:44 PM,"In my area, many people use the parking under the BQE. This is important for our neighborhood, especially since local street parking can be flooded with tourists coming for restaurants and shopping in the area. There are other greenspaces that are nicer than being near a giant highway. ",Don't remove parking,Negative
118246185058,Feb 16 2023 03:39 PM,"I would like cleaner and safer pedestrian / sidewalk conditions along Hamilton Ave (most direct way to walk from Sunset Park to Red Hook), as well as improved bike lanes / more safety for bikes along Hamilton Ave","Cyclist Safety, Clean litter, Pedestrian safety",Negative
118246171019,Feb 16 2023 03:23 PM,NO MORE BIKE LANES,Reduce bike lanes,Negative
118246124183,Feb 16 2023 02:31 PM,I have to cross it with my baby at least twice a day. It is always terrifying. Cars have nearly hit us way to many times and the fumes as you pass are horrendous I get so scared at the thought of her tiny lungs and what she’s breathing in. ,"Air Pollution, Pedestrian safety",Negative
118246123452,Feb 16 2023 02:30 PM,Most of the traffic congestion related to backups and issues are caused by having only one route for vehicular traffic to Staten Island. One tiny problem on the VZ bridge snarls traffic in my neighborhood completely. Build a second route to SI and most of the problems resolve. ,Traffic congestion,Negative
118246107208,Feb 16 2023 02:13 PM,"Filthy, pigeon droppings caked  everywhere along sidewalk and dead birds",Clean litter,Negative
118246106149,Feb 16 2023 02:12 PM,"As a person with a disability, I need to drive to work and errands. Being stuck in endless traffic approaching the Brooklyn Bridge is terrible. ",Traffic congestion,Negative
118246090924,Feb 16 2023 01:57 PM,Limit the homeless that sleep in the parking under the BQE. ,BQE Underpass,Negative
118246076837,Feb 16 2023 01:43 PM,"rebuild the structure as ""as is""  
as a temp work around,  do the same fix we did for FDR,  build a false highway over the river.  then once the cantilever is fixed, turn the false highway into the park extension.  topograhy already works in favor and there alrady is a ""nature route"" (just look a the map)  and we actually get an extension of Brooklyn Bridge park as an end result
 
",Planning advice,Positive
118246069021,Feb 16 2023 01:36 PM,"If no loud trucks can travel on the BQE ... but I know that is unpossible.
","Noise pollution, Heavy truck traffic",Negative
118246051925,Feb 16 2023 01:25 PM,Básicamente entre Atlantic Ave y el BB o viseversa se reduce el carril de 3 carriles a 2 carriles muchas veces hay carros o camiones se meten a el carril de descanso y lo utilizan como carril de alta velocidad debería de poner mucha atención en eso ,Enforcement,Negative
118246039199,Feb 16 2023 01:08 PM,Super dirty under the bridge,Clean litter,Negative
118246010621,Feb 16 2023 12:41 PM,I would like a bike lane on 3rd Ave (#2),Protected bike lanes,Positive
118246003678,Feb 16 2023 12:34 PM,Safety!!!,Traffic safety,Negative
118246003912,Feb 16 2023 12:34 PM,Bike lanes on 3rd Avenue (2),Protected bike lanes,Positive
118246003023,Feb 16 2023 12:33 PM,We need to make sure passthrough traffic stays on the BQE and Not congestion local streets. Make sure emergency vehicles can pass through BQE quickly.  Expand the BQE.,Expand lanes,Negative
118245984477,Feb 16 2023 12:15 PM,Add more lanes for cars and trucks.  Widen the BQE or put up second elevated level.,Expand lanes,Negative
118245971855,Feb 16 2023 12:02 PM,Metered parking under the bqe creates neighborhood congestion And leaves empty unused space,Traffic congestion,Negative
118245970690,Feb 16 2023 12:01 PM,Horrible crosswalks under meeker - north Williamsburg ,Pedestrian safety,Negative
118245966682,Feb 16 2023 11:58 AM,Clean it. Enforce laws.,"Clean litter, Enforcement",Negative
118245959037,Feb 16 2023 11:51 AM,"I basically live at the BQE, right next to it and park underneath it. It is not a safe structure. Living beside it has a number of challenges including quality of sleep since there are so many disturbances associated with the elevated highway. Being jolted awake on weekly (sometimes daily) basis from accidents on the highway, the loud grind of breaks from cargo trucks, the unnecessary pops of illegal straight pipe motorists racing. The highway produces a lot of trash on the sidewalks below too, everything within it vicinity has a layer of dust, grim and debris. Access to basic community services can be a challenge because the highway cuts us off from our community. The structure is rusting and crumbling. There is constantly concrete falling from the span even though there is a constant barrage of construction crews who seem to only be able to do patch work - they alone can not fix this. Water runoff is a huge issue as poor drainage from the highway and inadequate infrastructure below causes a lot of flooding in my immediate area. Each intersection is scary for pedestrians AND drivers - it’s a nightmare and not safe.","Vibrations, Clean litter, Air Pollution, Pedestrian safety, Noise pollution",Negative
118245955677,Feb 16 2023 11:48 AM,"I both drive and walk very frequently in my daily life. I think it's reasonable to want to both increase safety for pedestrians without launching a full-blown assault on drivers. The bqe is messy, but essential. When i was pregnant and needed to get to my doctor, i took the BQE every morning. When i need to see my dad, or go to costco, i take the bqe. I don't know if there are ways of improving traffic congestion, likely not, but i think it can be improved for safety, both of drivers and those who walk underneath. The intersection of mcguiness / humboldt and meeker under the bqe is dangerous for every driver, pedestrian, walker, and pigeon nearby. The light changes too quickly for even a young fit person to cross, and it's gross. I was extremely unhappy when the parking was taken away under the bqe for metered parking, particularly because no matter what you do no sane person will ever want to ride their bike under the bqe overpass. I also never, ever see anyone parked there now which means it's just wasted space. Also please do not try to put a park under the bqe. I would never take my child to a park under a highway overpass. bad bad idea. ","Don't remove parking, Traffic safety, Metered parking, Pedestrian safety, Fix traffic lights",Negative
118245952013,Feb 16 2023 11:44 AM,Cleanliness,Clean litter,Negative
118245948033,Feb 16 2023 11:41 AM,There has been an increase in substance abuse and homelessness by the BQE over the last five years. My children don’t feel as safe as they once did. Pollution has always been bad and it’s extremely dirty and depressing. ,"Clean litter, Air Pollution, Pedestrian safety",Negative
118245925076,Feb 16 2023 11:20 AM,Horrible crosswalks under meeker - north Williamsburg ,Pedestrian safety,Negative
118245916572,Feb 16 2023 11:12 AM,"Infrastructure concerns, certain parts are seen crumbling and some of these areas being reinforced. ",Pessimistic,Negative
118245914933,Feb 16 2023 11:11 AM,Don’t spend 10bn on the BQE through brookkyn heights ,Planning advice,Negative
118245904933,Feb 16 2023 11:02 AM,Metered parking spots have taken over areas that were previously free parking spots. This has caused major disruptions to local residents  trying to find somewhere to park. The metered spots are usually all empty. It's a waste of valuable space. ,Metered parking,Negative
118245898211,Feb 16 2023 10:56 AM,"Having to cross under the bqe was a major issue with moving to my apartment as a single woman. I have been approached by a man whose face was badly beaten late at night at the intersection. Since Covid started, there have been encampments that have popped up on the median beneath the bqe. In November, while waiting for the bus, I saw two people who looked like they were from the encampment openly having sex on the median. There are also cars consistently making illegal turns and running lights at intersections. It’s all quite dangerous.","Dangerous driver behavior, Pedestrian safety",Negative
118245890537,Feb 16 2023 10:50 AM,Any plan for the design of the Atlantic- Sand street has to include three traffic lanes. Reducing to two lanes has caused too much congestion on the streets. Don’t make this a permanent situation. ,Expand lanes,Negative
118245889939,Feb 16 2023 10:49 AM,"I live in North Brooklyn and regularly avoid crossing the BQE, this impacts my decision to visit restaurants, parks, shops, etc. if it means crossing the BQE.

This is for a number of reasons: it's incredibly dirty, I don't want to walk through refuse, human excrement, needles. It's dangerous - people hang out there and drink and do drugs. but most importantly it's dangerous to cross the street or ride a bike there - some intersections are slightly better than others, but cars regularly make sharp fast turns down side streets, making it dangerous to cross even when you have the signal. They also try to run lights, sometimes they need to because to turn left under the BQE means they have to run a yellow. Also, visibility for pedestrians is terrible when driving on Meeker. As a driver, I can't see what lane I should be in and the structure of the bridge makes it hard to see pedestrians because the support columns hide them when turning. It would be nice to have very clear visible signals so I know when and where to drive, and have cones or bollards that force drivers to fully enter an intersection before turning, making pedestrians who cross more visible.","Road surface improvements, Clean litter, Traffic safety, Enforcement, Pedestrian safety, Dangerous driver behavior",Negative
118245887621,Feb 16 2023 10:48 AM,Make it wider. We need more lanes to deal with the traffic. We also need more lanes going through the trench on the Manhattan bound side on the way to the Brooklyn Bridge because it takes way too long to get through. ,Expand lanes,Negative
118245874423,Feb 16 2023 10:39 AM,Create safer crosswalks and traffic patterns to reduce pedestrian and biker injuries and deaths. ,"Cyclist Safety, Pedestrian safety",Negative
118245828252,Feb 16 2023 09:57 AM,Provide more highway on and off ramps to enable cars to move faster and stay off lower streets,"Better entrances, Better exits",Negative
118245827606,Feb 16 2023 09:56 AM,"Trucks often bypass the BQE to lumber down metropolitan Avenue, doubling the exposure to pollution, congestion and noise from the elevated BQE and the stretch of metropolitan from Morgan Avenue to Marcy Avenue, where they rejoin the highway. ","Air Pollution, Noise pollution, Traffic congestion",Negative
118245826475,Feb 16 2023 09:55 AM,"--Remove/reduce parking from under the BQE or raise the price to park substantially.
--Keep the space clean","Remove parking, Add metered parking",Negative
118245811130,Feb 16 2023 09:41 AM,"The BQE is loud, dirty, and too heavily trafficked. Our home vibrates constantly in the late night hours, which is when heavier freight vehicles can speed freely without bumper to bumper traffic impeding them. We don’t open our windows to prevent exhaust and black rubber tire and brake dust accumulating in our home and our lungs. The noise of horns is ever-present. It’s tragic that our neighborhood is bisected by this eyesore, which makes it dangerous and cumbersome to traverse. In a city where the majority of residents don’t own cars, we should stop building and prioritizing cars in our infrastructure. Build for pedestrians, cyclists, and public transportation.  ","Vibrations, Cyclist Safety, Traffic congestion, Clean litter, Heavy truck traffic, Air Pollution, Alternative Transportation, Noise pollution",Negative
118245734126,Feb 16 2023 08:22 AM,There are very few bikers I see in this neighborhood yet we continue to take away street space for them. And the local delivery scooters don’t pay attention to any rules; they are a danger in these streets (and often ride in the sidewalks).,Dangerous cyclist behavior,Negative
118245690948,Feb 16 2023 07:29 AM,"I live on 4th Ave and 3rd Ave under and near the elevated BQE is gross. Noise, soot, traffic. It only hurts the communities around it ","Air Pollution, Noise pollution, Traffic congestion",Negative
118245675428,Feb 16 2023 07:08 AM,"Forget anything with green spaces, enough of your socialist/communist citi bikes. Take your personal socialist beliefs, shove them deep down inside of you and improve the driving commute for everyone. DeBlasio's ideas where & still are horrible. As all the DOT executives where part of that corrupt government. Maybe find the $1 Billion he gave to his wife and use that to fix roads?",Unrelated comment,Negative
118245665654,Feb 16 2023 06:54 AM,Lights at metropolitan tell pedestrians to walk but cars to go so it is unsafe to cross. ,"Fix traffic lights, Pedestrian safety",Negative
118245657110,Feb 16 2023 06:41 AM,That one area by that stained glass tower by the bridge is always  congested for no reason and floods constantly ,Traffic congestion,Negative
118245563771,Feb 16 2023 04:20 AM,"The unsafe (traffic, the too short crosswalk signals, unsanitary conditions, personal safety concerns as a woman and a mother with two young children cross the BQE is an obstacle and affects quality of life. ","Clean litter, Pedestrian safety",Negative
118245551573,Feb 16 2023 03:59 AM,I believe that it should be removed entirely,Close it,Negative
118245510204,Feb 16 2023 02:44 AM,"Cameras, car drive dangerously along 3rd ave. Also better street crossing lights,","Enforcement, Fix traffic lights, Pedestrian safety",Negative
118245481578,Feb 16 2023 01:47 AM,"Nightmarish traffic ruins my life, as a resident of Sunset Park as well as a pedestrian and cyclist","Traffic congestion, Cyclist Safety, Pedestrian safety",Negative
118245422123,Feb 15 2023 11:38 PM,Make public transportation more incentivized to reduce car traffic ,Alternative Transportation,Negative
118245405424,Feb 15 2023 11:05 PM,"1. Any project that doesn't fix the westbound exit 31 congestion/backup problem is not a good plan

2. It's been over a decade since I first saw fliers for the plans to cover over parts of the BQE to create parks. Let's do it! ","Planning advice, Green space",Negative
118245397495,Feb 15 2023 10:49 PM,Causes constant noise and speeding oversized trucks cause vibrations and shaking of houses.,"Vibrations, Noise pollution, Heavy truck traffic",Negative
118245365628,Feb 15 2023 09:52 PM,"parking under the BQE is very useful in these areas, but the garbage, homeless encampments, abandoned cars","Clean litter, BQE Underpass",Negative
118245363988,Feb 15 2023 09:49 PM,Scary sometimes,Traffic safety,Negative
118245357233,Feb 15 2023 09:38 PM,"Should remain 2 lanes in each direction. Do not expand, it won’t help anything! Would be best to get rid of it entirely. But should at least cap it with open and pedestrian space","Close it, Green space, Reduce lanes",Negative
118245343832,Feb 15 2023 09:16 PM,Add truck-only lanes.,Commercial traffic only,Positive
118245328032,Feb 15 2023 08:52 PM,"I walk under the BQE along N Henry daily walking to my child’s pre school.  The intersections is incredibly dangerous with cars repeatedly blocking the box with traffic backing up from McGuinness.  

I’m an avid biker and fee the new bike lane is rediculous.  It darts in and out of the street and I never see anyone using it.  Plus it’s unclear who would ever use the walking path under there.  I wish the all parking was kept under the BQE and the street parking was replaced with a protected bike lane.  Same amount of parking but a better experience for all.  

Add a ton of electric charging stations to the parking spots under the BQE.","Dangerous driver behavior, Pedestrian safety",Negative
118245320458,Feb 15 2023 08:41 PM,"Better lighting, more cleaning and tracking of toxic exposure due to congestion. Reports shared with community surrounding BQE. ","Air Pollution, Better lighting, Clean litter",Negative
118245319303,Feb 15 2023 08:39 PM,The BQE was clearly made by minds who did not understand todat's traffic volume. I see people stuck in traffic from 0630am to miid morning and then from 3:30p till 6 going the other way. Its traffic droning noise reaches me although i am more than 6 blocks away. Getting onto it for go north on saturdays àd sundays means a 45 minute drive: much longer than it would take to get there by foot. ,Traffic congestion,Negative
118245303474,Feb 15 2023 08:16 PM,It is so dirty underneath. So much pigeon poop and dumped garbage. So many dirty puddles of stagnant water. We often have to cross unsafely because of traffic or when there aren't cars backed up cars fly at high speeds,"Clean litter, Pedestrian safety",Negative
118245288882,Feb 15 2023 08:01 PM,The noise and air pollution from the traffic along this path reaches far and wide. Traffic is horrible and starts early as 5am,"Air Pollution, Noise pollution, Traffic congestion",Negative
118245279887,Feb 15 2023 07:51 PM,Widen the highway,Expand lanes,Negative
118245265530,Feb 15 2023 07:30 PM,So much trash and poor drainage during storms,Clean litter,Negative
118245231110,Feb 15 2023 06:42 PM,"Regarding #6, I read the NYT and attend CB meetings as well.",Unrelated comment,Negative
118245178995,Feb 15 2023 05:28 PM,So many reckless drivers who simply get away. Please enforce the law and ticket those drivers. ,"Dangerous driver behavior, Enforcement",Negative
118245153860,Feb 15 2023 04:58 PM,"The BQE corridor is an abomination. It’s a health hazard. It’s noisy, dirty, smelly, unsafe, extremely bad for cyclists and pedestrians, and has cleaved communities such as Williamsburg in two. It needs to come down. Get rid of it.","Cyclist Safety, Clean litter, Air Pollution, Pedestrian safety, Noise pollution, Close it",Negative
118245147574,Feb 15 2023 04:50 PM,"The BQE is an abomination and I hope NYC will use this opportunity to rectify the way it has impacted so many communities that were cut off from the rest of Brooklyn when it was built, like red hook.  especially improving the ways to comfortably, safely and aesthetically cross it!",Pedestrian safety,Negative
118245138724,Feb 15 2023 04:40 PM,Tear it down. We do not need the highway. Restore Bay Ridge and Dyker Heights pre-1960 street grid.,Close it,Negative
118245130951,Feb 15 2023 04:32 PM,"Tear it down. It is disconnects communities, pollutes the air, and is dangerous for pedestrians and bicyclists. ","Cyclist Safety, Air Pollution, Pedestrian safety, Close it",Negative
